"artist","artistIds","asciiName","attractionLights","availability","boosterTypes","borderColor","cardParts","colorIdentity","colorIndicator","colors","defense","duelDeck","edhrecRank","edhrecSaltiness","faceConvertedManaCost","faceFlavorName","faceManaValue","faceName","finishes","flavorName","flavorText","frameEffects","frameVersion","hand","hasAlternativeDeckLimit","hasContentWarning","hasFoil","hasNonFoil","isAlternative","isFullArt","isFunny","isOnlineOnly","isOversized","isPromo","isRebalanced","isReprint","isReserved","isStarter","isStorySpotlight","isTextless","isTimeshifted","keywords","language","layout","leadershipSkills","life","loyalty","manaCost","manaValue","name","number","originalPrintings","originalReleaseDate","originalText","originalType","otherFaceIds","power","printings","promoTypes","rarity","rebalancedPrintings","relatedCards","securityStamp","setCode","side","signature","subsets","subtypes","supertypes","text","toughness","type","types","uuid","variations","watermark","GreenMana","BlackMana","BlueMana","WhiteMana","RedMana","GreenBlackMana","GreenBlueMana","GreenWhiteMana","GreenRedMana","BlackBlueMana","BlackWhiteMana","BlackRedMana","BlueWhiteMana","BlueRedMana","WhiteRedMana","GreenPhyrexian","BlackPhyrexian","BluePhyrexian","WhitePhyrexian","RedPhyrexian","GreenWhitePhyrexian","GreenRedPhyrexian","WhiteRedPhyrexian","GreenTwo","BlackTwo","BlueTwo","WhiteTwo","RedTwo","ColourlessMana","ManaDiscrep"
"Miles Johnston","cee61c53-0d1f-4160-b5dc-d554390786ca","","","mtgo, paper","default","black","","U","","U",NA,"",12552,NA,NA,"",NA,"","nonfoil, foil","","""Where's the fun in an escape if it's not at least a little daring?""","","2015",NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,"Prowess","English","normal","",NA,"","{2}{U}",3,"Jhessian Thief","61","","","Prowess (Whenever you cast a noncreature spell, this creature gets +1/+1 until end of turn.)\nWhenever Jhessian Thief deals combat damage to a player, draw a card.","Creature — Human Rogue","","1","IMA, ORI","","common","","","","IMA","","","","Human, Rogue","","Prowess (Whenever you cast a noncreature spell, this creature gets +1/+1 until end of turn.)\nWhenever Jhessian Thief deals combat damage to a player, draw a card.","3","Creature — Human Rogue","Creature","150204e7-8b5e-5224-aa63-3749889ced7d","","",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,NA
"Larissa Hasenheit & Mina Jeon","3de12ff8-3701-4154-8407-f102f44670dd, d58fedc9-b2a8-4a12-a942-fd1efceacb9c","","","paper","","black","","","","",NA,"",NA,NA,NA,"",NA,"","nonfoil","","","","2015",NA,NA,NA,0,1,NA,NA,1,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,"Monstrosity","English","normal","",NA,"","",0,"Jetpack Death Seltzer","20","","","2 — Trample\n3 — {3}: Monstrosity 3. (If this permanent isn't monstrous, put three +1/+1 counters on it and it becomes monstrous.)\n3 — 2/7\n4 — 6/5","Stickers","","","SUNF","","common","","","","SUNF","","","","","","{TK}{TK} — Trample\n{TK}{TK}{TK} — {3}: Monstrosity 3. (If this creature isn't monstrous, put three +1/+1 counters on it and it becomes monstrous.)\n{TK}{TK}{TK} — 2/7\n{TK}{TK}{TK}{TK} — 6/5","","Stickers","Stickers","9548f26d-9116-5aac-a74e-85f624ea0c2b","","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
"Johann Bodin","d92e2dd9-9ef6-43f6-81f8-df87f9066983","","","mtgo, paper","default","black","","U","","U",NA,"",19782,NA,NA,"",NA,"","nonfoil, foil","","They range from Sage-Eye Stronghold to the farthest reaches of Tarkir.","","2015",NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Flying, Prowess","English","normal","",NA,"","{2}{U}",3,"Jeskai Windscout","44","","","Flying\nProwess (Whenever you cast a noncreature spell, this creature gets +1/+1 until end of turn.)","Creature — Bird Scout","","2","KTK","","common","","","","KTK","","","","Bird, Scout","","Flying\nProwess (Whenever you cast a noncreature spell, this creature gets +1/+1 until end of turn.)","1","Creature — Bird Scout","Creature","c41480f6-a666-50c4-a897-b4bd44837c09","","jeskai",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,NA
"Craig J Spearing","b0f15e74-0dd6-4156-959e-c5e30c5cdc52","","","mtgo, paper","default","black","","U","","U",NA,"",13964,0.06,NA,"",NA,"","nonfoil, foil","","""The one who conquers the mind is greater than the one who conquers the world.""","","2015",NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Prowess","English","normal","",NA,"","{1}{U}",2,"Jeskai Sage","38","","","Prowess (Whenever you cast a noncreature spell, this creature gets +1/+1 until end of turn.)\nWhen Jeskai Sage dies, draw a card.","Creature — Human Monk","","1","FRF, MB1","","common","","","","FRF","","","","Human, Monk","","Prowess (Whenever you cast a noncreature spell, this creature gets +1/+1 until end of turn.)\nWhen Jeskai Sage dies, draw a card.","1","Creature — Human Monk","Creature","e6d75d27-bd5a-5af3-b542-69d5fdf90cde","","jeskai",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,NA
"Jaime Jones","92f6c2c1-fa57-4b52-99c4-0fd866c13dc9","","","mtgo, paper","default","black","","U","","U",NA,"",19604,0.5,NA,"",NA,"","nonfoil, foil","","","","2015",NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Enchant","English","normal","",NA,"","{2}{U}",3,"Jeskai Runemark","37","","","Enchant creature\nEnchanted creature gets +2/+2.\nEnchanted creature has flying as long as you control a red or white permanent.","Enchantment — Aura","","","FRF","","common","","","","FRF","","","","Aura","","Enchant creature\nEnchanted creature gets +2/+2.\nEnchanted creature has flying as long as you control a red or white permanent.","","Enchantment — Aura","Enchantment","5566f778-703e-5663-a31c-43e304e269ab","","jeskai",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,NA
"Craig J Spearing","b0f15e74-0dd6-4156-959e-c5e30c5cdc52","","","mtgo, paper","default","black","","U","","U",NA,"",11471,0.31,NA,"",NA,"","nonfoil, foil","","","","2015",NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,"Prowess","English","normal","",NA,"","{1}{U}",2,"Jeskai Elder","53","","","Prowess (Whenever you cast a noncreature spell, this creature gets +1/+1 until end of turn.)\nWhenever Jeskai Elder deals combat damage to a player, you may draw a card. If you do, discard a card.","Creature — Human Monk","","1","2X2, DDN, KTK, M21","","common","","","","2X2","","","","Human, Monk","","Prowess (Whenever you cast a noncreature spell, this creature gets +1/+1 until end of turn.)\nWhenever Jeskai Elder deals combat damage to a player, you may draw a card. If you do, discard a card.","2","Creature — Human Monk","Creature","86b1ee64-b517-5661-8504-b5feea1a4104","","",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,NA
"Izzy","2c3d2473-ff5d-4309-8194-e0b2def2ab65","","","arena, mtgo, paper","default","black","","G","","G",NA,"",20733,NA,NA,"",NA,"","nonfoil, foil","","""A blade is not fully forged until it is given.""","","2015",NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","English","normal","",NA,"","{3}{G}",4,"Jadecraft Artisan","135","","","When Jadecraft Artisan enters the battlefield, target creature gets +2/+2 until end of turn.","Creature — Merfolk Shaman","","3","RIX","","common","","","","RIX","","","","Merfolk, Shaman","","When Jadecraft Artisan enters the battlefield, target creature gets +2/+2 until end of turn.","3","Creature — Merfolk Shaman","Creature","ee9428c9-443e-5ac3-bed5-5a22308b16d8","","",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,NA
"Olena Richards","fad4282c-49d1-4b5b-be1d-713369fc8bc8","","","paper","default","black","","G","","G",NA,"",3298,0.08,NA,"",NA,"","nonfoil, foil","","","","2015",NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","English","normal","",NA,"","{2}{G}",3,"Jade Orb of Dragonkind","236","","","{T}: Add {G}. When you spend this mana to cast a Dragon creature spell, it enters the battlefield with an additional +1/+1 counter on it and gains hexproof until your next turn. (It can't be the target of spells or abilities your opponents control.)","Artifact","","","CLB, HBG","","common","","","","CLB","","","","","","{T}: Add {G}. When you spend this mana to cast a Dragon creature spell, it enters the battlefield with an additional +1/+1 counter on it and gains hexproof until your next turn. (It can't be the target of spells or abilities your opponents control.)","","Artifact","Artifact","a3299285-dbe1-57a0-84ad-9851e3b8e695","","",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,NA
"Chris Seaman","b9c49463-6f55-4039-9d32-c02a658af100","","","arena, mtgo, paper","default","black","","G","","G",NA,"",17346,0.19,NA,"",NA,"","nonfoil, foil","","The River Heralds believe that jade gives weight to their magic.","","2015",NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Hexproof","English","normal","",NA,"","{3}{G}",4,"Jade Guardian","194","","","Hexproof (This creature can't be the target of spells or abilities your opponents control.)\nWhen Jade Guardian enters the battlefield, put a +1/+1 counter on target Merfolk you control.","Creature — Merfolk Shaman","","2","XLN","","common","","","","XLN","","","","Merfolk, Shaman","","Hexproof (This creature can't be the target of spells or abilities your opponents control.)\nWhen Jade Guardian enters the battlefield, put a +1/+1 counter on target Merfolk you control.","2","Creature — Merfolk Shaman","Creature","149e1f90-ba8e-5378-820e-f45d7094cc71","","",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,NA
"Alex Konstad","58b2a57c-50ca-4047-b4e7-efb28cb22851","","","arena, mtgo, paper","default","black","","G","","G",NA,"",13558,NA,NA,"",NA,"","nonfoil, foil","","""Sisora wore this, who defeated the tyrant of Azcanta, and before her Natena of Vuhana's band. May it bring you their strength.""","","2015",NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","English","normal","",NA,"","{G}",1,"Jade Bearer","134","","","When Jade Bearer enters the battlefield, put a +1/+1 counter on another target Merfolk you control.","Creature — Merfolk Shaman","","1","RIX","","common","","","","RIX","","","","Merfolk, Shaman","","When Jade Bearer enters the battlefield, put a +1/+1 counter on another target Merfolk you control.","1","Creature — Merfolk Shaman","Creature","c7e6a529-ad40-5ad7-8e5d-b9c2392f430f","","",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
"Chris Seaman","b9c49463-6f55-4039-9d32-c02a658af100","","","mtgo, paper","default","black","","G","","G",NA,"",8887,0.06,NA,"",NA,"","nonfoil, foil","","""Froggy fighter at the gate.\nDraw your sword and meet your fate.""\n—Traditional children's rhyme","","2015",NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Bushido","English","normal","",NA,"","{1}{G}",2,"Jade Avenger","167","","","Bushido 2 (Whenever this creature blocks or becomes blocked, it gets +2/+2 until end of turn.)","Creature — Frog Samurai","","2","MH2, PLIST","","common","","","","MH2","","","","Frog, Samurai","","Bushido 2 (Whenever this creature blocks or becomes blocked, it gets +2/+2 until end of turn.)","2","Creature — Frog Samurai","Creature","8be5e8e1-056a-55c9-a6d8-4b4d1b1d2c20","3640de24-4048-50bd-9469-ebdca0ad8eff","",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,NA
"Johann Bodin","d92e2dd9-9ef6-43f6-81f8-df87f9066983","","","mtgo, paper","default","black","","U","","U",NA,"",5924,NA,NA,"",NA,"","nonfoil, foil","","In the abstract memories of the Iquati, Jace found interesting ideas to improve upon.","","2015",NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,"Flying","English","normal","",NA,"","{U}",1,"Jace's Phantasm","60","","","Flying\nJace's Phantasm gets +4/+4 as long as an opponent has ten or more cards in his or her graveyard.","Creature — Illusion","","1","DDM, IMA, M13, MB1","","common","","","","IMA","","","","Illusion","","Flying\nJace's Phantasm gets +4/+4 as long as an opponent has ten or more cards in their graveyard.","1","Creature — Illusion","Creature","7e5d5a58-0cea-59f3-9173-d2e36f222c11","","",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
"Lake Hurwitz","3677c64b-55e6-4a0d-a952-bdbb05531220","","","arena, mtgo, paper","default","black","","G","","G",NA,"",21934,NA,NA,"",NA,"","nonfoil, foil","","The people of the Sun Empire worship the sun in three aspects. Ixalli is the Verdant Sun, who fosters growth in all things.","","2015",NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","English","normal","",NA,"","{1}{G}",2,"Ixalli's Keeper","193","","","{7}{G}, {T}, Sacrifice Ixalli's Keeper: Target creature gets +5/+5 and gains trample until end of turn.","Creature — Human Shaman","","2","XLN","","common","","","","XLN","","","","Human, Shaman","","{7}{G}, {T}, Sacrifice Ixalli's Keeper: Target creature gets +5/+5 and gains trample until end of turn.","2","Creature — Human Shaman","Creature","392b0aed-b2c3-5814-84ac-90407020aca2","","",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,NA
"Lucas Graciano","ce98f39c-7cdd-47e6-a520-6c50443bb4c2","","","arena, mtgo, paper","default","black","","G","","G",NA,"",17599,0.14,NA,"",NA,"","nonfoil, foil","","","","2015",NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Explore","English","normal","",NA,"","{1}{G}",2,"Ixalli's Diviner","192","","","When Ixalli's Diviner enters the battlefield, it explores. (Reveal the top card of your library. Put that card into your hand if it's a land. Otherwise, put a +1/+1 counter on this creature, then put the card back or put it into your graveyard.)","Creature — Human Druid","","0","XLN","","common","","","","XLN","","","","Human, Druid","","When Ixalli's Diviner enters the battlefield, it explores. (Reveal the top card of your library. Put that card into your hand if it's a land. Otherwise, put a +1/+1 counter on this creature, then put the card back or put it into your graveyard.)","3","Creature — Human Druid","Creature","2c7a21dc-e154-599c-b9e0-a7f0fa61ab66","","",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,NA
"Winona Nelson","e45fe8d3-75d6-42c9-a2df-e945ad81ea27","","","mtgo, paper","default","black","","G","","G",NA,"",1839,0.15,NA,"",NA,"","nonfoil, foil","","""Skyknight gear? Well, I have drake-skin gauntlets, supple and fireproof. Or a ceratok chestplate that'll stop a crossbow bolt.""","","2015",NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,"","English","normal","",NA,"","{3}{G}",4,"Ivy Lane Denizen","236","","","Whenever another green creature enters the battlefield under your control, put a +1/+1 counter on target creature.","Creature — Elf Warrior","","2","CMR, DDU, GTC, J22, MB1","","common","","","","CMR","","","","Elf, Warrior","","Whenever another green creature enters the battlefield under your control, put a +1/+1 counter on target creature.","3","Creature — Elf Warrior","Creature","c3d57d00-2cf2-5810-9dab-16ee46f17339","","",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,NA
"Ron Spencer","dab52c11-0564-4207-a4a1-c1735c946a65","","","mtgo, paper","default","black","","G","","G",NA,"",11723,0.06,NA,"",NA,"","nonfoil, foil","","In the gardens of the centaurs, many travelers have mysteriously vanished while admiring the elaborate topiaries.","","2015",NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,"","English","normal","",NA,"","{X}{G}",1,"Ivy Elemental","170","","","Ivy Elemental enters the battlefield with X +1/+1 counters on it.","Creature — Elemental","","0","HOP, IKO, IMA, ODY","","common","","","","IMA","","","","Elemental","","Ivy Elemental enters the battlefield with X +1/+1 counters on it.","0","Creature — Elemental","Creature","5165834a-c648-5819-b3f1-0dc43afc9ee2","","",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
"Kev Walker","f366a0ee-a0cd-466d-ba6a-90058c7a31a6","","","arena, mtgo, paper","default","black","","G","","G",NA,"",12839,NA,NA,"",NA,"","nonfoil, foil","","""Please don't feed the beetles.""\n—Promenade warning sign","","2015",NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,"","English","normal","",NA,"","{1}{G}",2,"Ironshell Beetle","134","","","When Ironshell Beetle enters the battlefield, put a +1/+1 counter on target creature.","Creature — Insect","","1","GRN, J22, JMP, JUD","","common","","","","GRN","","","","Insect","","When Ironshell Beetle enters the battlefield, put a +1/+1 counter on target creature.","1","Creature — Insect","Creature","7f54e17b-41af-5f71-bc56-4322abeae495","","",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,NA
"Darek Zabrocki","904ed2e7-9850-4472-802f-2657c53dd4d8","","","mtgo, paper","default","black","","","","",NA,"",17986,0.15,NA,"",NA,"","nonfoil, foil","","The Iron League prides itself on its metal-shaping techniques.","","2015",NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,"Fabricate, Haste","English","normal","",NA,"","{4}",4,"Iron League Steed","263","","","Haste\nFabricate 1 (When this creature enters the battlefield, put a +1/+1 counter on it or create a 1/1 colorless Servo artifact creature token.)","Artifact Creature — Construct","","2","2XM, KLD","","common","","","","2XM","","","","Construct","","Haste\nFabricate 1 (When this creature enters the battlefield, put a +1/+1 counter on it or create a 1/1 colorless Servo artifact creature token.)","2","Artifact Creature — Construct","Artifact, Creature","f1ae6bce-ce12-5406-9a67-fb6313c9cf75","","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,NA
"Aaron Miller","fc021f3d-773a-4706-bbe7-f602324f511f","","","mtgo, paper","default","black","","","","",NA,"",13614,NA,NA,"",NA,"","nonfoil, foil","","""Why would someone have built ... wait, never mind. Send it to the front lines!""\n—Commander Grozdan","","2015",NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,"Menace","English","normal","",NA,"","{3}",3,"Iron Bully","262","","","Menace (This creature can't be blocked except by two or more creatures.)\nWhen Iron Bully enters the battlefield, put a +1/+1 counter on target creature.","Artifact Creature — Golem","","1","2XM, J22, WAR","","common","","","","2XM","","","","Golem","","Menace (This creature can't be blocked except by two or more creatures.)\nWhen Iron Bully enters the battlefield, put a +1/+1 counter on target creature.","1","Artifact Creature — Golem","Artifact, Creature","d88f923f-d7e0-5b46-92b9-f3c050a75e25","","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,NA
"Kekai Kotaki","4b771085-c049-4308-930d-ec9665f803a4","","","arena, mtgo, paper","default","black","","","","",NA,"",5526,0.08,NA,"",NA,"","nonfoil, foil","","""I needed an extra set of hands, so I built one.""\n—Kenji, Sokenzan artisan","","2015",NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","English","normal","",NA,"","{1}",1,"Iron Apprentice","248","","","Iron Apprentice enters the battlefield with a +1/+1 counter on it.\nWhen Iron Apprentice dies, if it had counters on it, put those counters on target creature you control.","Artifact Creature — Construct","","0","NEO","","common","","","","NEO","","","","Construct","","Iron Apprentice enters the battlefield with a +1/+1 counter on it.\nWhen Iron Apprentice dies, if it had counters on it, put those counters on target creature you control.","0","Artifact Creature — Construct","Artifact, Creature","f6b2d2b8-649a-5692-8bbd-66979aab78c5","","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,NA
"Livia Prima","0f41e561-bc26-4d85-aab6-66c384e01b74","","","arena, mtgo, paper","default","black","","G","","G",NA,"",23301,NA,NA,"",NA,"","nonfoil, foil","","Her arm and spirit were weary, but as the Halo flowed across her blade, it became weightless, and new strength flooded through her. She would fight on.","","2015",NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","English","normal","",NA,"","{1}{G}",2,"Iridescent Blademaster","195","","","{3}{G}: Iridescent Blademaster gets +2/+2 until end of turn.","Creature — Elf Warrior","","2","MOM","","common","","","","MOM","","","","Elf, Warrior","","{3}{G}: Iridescent Blademaster gets +2/+2 until end of turn.","2","Creature — Elf Warrior","Creature","d25063db-c584-5dc9-a74a-9197a27964c8","","",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,NA
"Dan Frazier","059bba56-5feb-42e4-8c2e-e2f1e6ba11f9","","","mtgo, paper","","black","","G","","G",NA,"",3918,0.1,NA,"",NA,"","nonfoil","","","","2003",NA,NA,NA,0,1,NA,NA,NA,NA,NA,NA,NA,1,NA,1,NA,NA,NA,"","English","normal","",NA,"","{2}{G}",3,"Invigorate","162","","","If you control a Forest, rather than pay Invigorate's mana cost, you may have an opponent gain 3 life.\nTarget creature gets +4/+4 until end of turn.","Instant","","","2XM, A25, CMD, DDD, EMA, GN3, GVL, MB1, MMQ, PZ1","","common","","","","CMD","","","","","","If you control a Forest, rather than pay this spell's mana cost, you may have an opponent gain 3 life.\nTarget creature gets +4/+4 until end of turn.","","Instant","Instant","859f4a58-d94f-5425-8141-be13a9b60e03","","",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,NA
"Jason Felix","af42a44c-8ec3-47a7-9047-5d29ddad186d","","","paper","","black","","","","",NA,"b",17682,NA,NA,"",NA,"","nonfoil","","","","2015",NA,NA,NA,0,1,NA,NA,NA,NA,NA,NA,NA,1,NA,1,NA,NA,NA,"Equip","English","normal","",NA,"","{1}",1,"Inventor's Goggles","55","","","Equipped creature gets +1/+2.\nWhenever an Artificer enters the battlefield under your control, you may attach Inventor's Goggles to it.\nEquip {2} ({2}: Attach to target creature you control. Equip only as a sorcery.)","Artifact — Equipment","","","DDU, KLD, KLR","","common","","","","DDU","","","","Equipment","","Equipped creature gets +1/+2.\nWhenever an Artificer enters the battlefield under your control, you may attach Inventor's Goggles to it.\nEquip {2} ({2}: Attach to target creature you control. Equip only as a sorcery.)","","Artifact — Equipment","Artifact","07f05d24-2693-57dd-9144-4bb0bae63c3b","","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,NA
"Lius Lasahido","0a0e9093-ce44-4a69-93a7-09b63e7c330d","","","arena","","black","","G","","G",NA,"",23960,0.16,NA,"",NA,"","nonfoil","","","","2015",NA,NA,NA,0,1,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,"Trample","English","normal","",NA,"","{3}{G}",4,"Intrepid Provisioner","203","","","Trample\nWhen Intrepid Provisioner enters the battlefield, another target Human you control gets +2/+2 until end of turn.","Creature — Human Scout","","3","SIR, SOI","","common","","","","SIR","","","","Human, Scout","","Trample\nWhen Intrepid Provisioner enters the battlefield, another target Human you control gets +2/+2 until end of turn.","3","Creature — Human Scout","Creature","8fb4c4cc-5bfb-5e19-8db0-17851befdfb8","","",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,NA
"Eelis Kyttanen","699b24be-cde0-4da8-bc0f-7a3ecd60ab01","","","arena, mtgo, paper","default","black","","G","","G",NA,"",17130,0.32,NA,"",NA,"","nonfoil, foil","","""Wake up, my friends! There are deeds to be done and treasures to be won!""","","2015",NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","English","normal","",NA,"","{3}{G}",4,"Inspiring Bard","189","","","When Inspiring Bard enters the battlefield, choose one —\n• Bardic Inspiration — Target creature gets +2/+2 until end of turn.\n• Song of Rest — You gain 3 life.","Creature — Elf Bard","","3","AFR, HBG","","common","","","","AFR","","","","Elf, Bard","","When Inspiring Bard enters the battlefield, choose one —\n• Bardic Inspiration — Target creature gets +2/+2 until end of turn.\n• Song of Rest — You gain 3 life.","3","Creature — Elf Bard","Creature","38cd5e2d-327f-587d-8e7a-e3a20ef1b264","","",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,NA
"Nils Hamm","c540d1fc-1500-457f-93cf-d6069ee66546","","","arena, mtgo, paper","default","black","","G","","G",NA,"",14951,NA,NA,"",NA,"","nonfoil, foil","","He ate them out of house and home and shed and barn and flock and herd.","","2015",NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","English","normal","",NA,"","{1}{G}",2,"Insatiable Appetite","162","","","You may sacrifice a Food. If you do, target creature gets +5/+5 until end of turn. Otherwise, that creature gets +3/+3 until end of turn.","Instant","","","ELD","","common","","","","ELD","","","","","","You may sacrifice a Food. If you do, target creature gets +5/+5 until end of turn. Otherwise, that creature gets +3/+3 until end of turn.","","Instant","Instant","ac5e2242-923a-50c1-91b8-55d821ac09fa","","",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,NA
"Stephen Tappin","bb596c13-9c39-4b11-8a7b-c88944826e70","","","mtgo, paper","default","black","","G","","G",NA,"",15463,NA,NA,"",NA,"","nonfoil, foil","","The ghostly objects around the kami circled faster and faster, creating a dizzying cyclone of motion. When it opened its eyes, it struck.","","2003",NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","English","normal","",NA,"","{2}{G}",3,"Inner Calm, Outer Strength","133","","","Target creature gets +X/+X until end of turn, where X is the number of cards in your hand.","Instant - Arcane","","","SOK","","common","","","","SOK","","","","Arcane","","Target creature gets +X/+X until end of turn, where X is the number of cards in your hand.","","Instant — Arcane","Instant","3923a10a-cf14-59b5-9d76-bea606c6ffc8","","",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,NA
"Jesper Ejsing","a5f8354a-8b51-4e59-96b2-0e3aeae4fa1d","","","mtgo, paper","default","black","","U","","U",NA,"",19343,0.05,NA,"",NA,"","nonfoil, foil","","Heads and shoulders above the rest.","","2015",NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,"Prowess","English","normal","",NA,"","{2}{U}",3,"Ingenious Skaab","52","","","Prowess (Whenever you cast a noncreature spell, this creature gets +1/+1 until end of turn.)\n{U}: Ingenious Skaab gets +1/-1 until end of turn.","Creature — Zombie Horror","","2","2X2, EMN, SIR","","common","","","","2X2","","","","Zombie, Horror","","Prowess (Whenever you cast a noncreature spell, this creature gets +1/+1 until end of turn.)\n{U}: Ingenious Skaab gets +1/-1 until end of turn.","3","Creature — Zombie Horror","Creature","402dfc22-1b73-5806-94c7-6609c9a788c6","","",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,NA
