"","cardNumber","setCode","commander","foil","commander_deck","artist","asciiName","attractionLights","availability","boosterTypes","borderColor","cardParts","colorIdentity","colorIndicator","colors","defense","duelDeck","edhrecRank","edhrecSaltiness","faceConvertedManaCost","faceFlavorName","faceManaValue","faceName","finishes","flavorName","flavorText","frameEffects","frameVersion","hand","hasAlternativeDeckLimit","hasContentWarning","hasFoil","hasNonFoil","isAlternative","isFullArt","isFunny","isOnlineOnly","isOversized","isPromo","isRebalanced","isReprint","isReserved","isStarter","isStorySpotlight","isTextless","isTimeshifted","keywords","language","layout","leadershipSkills","life","loyalty","manaCost","manaValue","name","originalPrintings","originalReleaseDate","originalText","originalType","otherFaceIds","power","printings","promoTypes","rarity","rebalancedPrintings","relatedCards","securityStamp","side","signature","subsets","subtypes","supertypes","text","toughness","type","types","uuid","variations","watermark","GreenMana","BlackMana","BlueMana","WhiteMana","RedMana","GreenBlackMana","GreenBlueMana","GreenWhiteMana","GreenRedMana","BlackBlueMana","BlackWhiteMana","BlackRedMana","BlueWhiteMana","BlueRedMana","WhiteRedMana","GreenPhyrexian","BlackPhyrexian","BluePhyrexian","WhitePhyrexian","RedPhyrexian","GreenWhitePhyrexian","GreenRedPhyrexian","WhiteRedPhyrexian","GreenTwo","BlackTwo","BlueTwo","WhiteTwo","RedTwo","ColourlessMana","ManaDiscrep"
"160",398,"KHM","","","Lathril, Blade of the Elves","Sam Burley","","","arena, mtgo, paper","","black","","G","","",NA,"",NA,0.41,NA,"",NA,"","nonfoil, foil","","","","2015",NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,1,NA,1,NA,NA,NA,"","English","normal","",NA,"","",0,"Forest","","","","Basic Land — Forest","","","10E, 2ED, 2XM, 30A, 3ED, 40K, 4BB, 4ED, 5ED, 6ED, 7ED, 8ED, 9ED, AFR, AKH, AKR, ALA, ANA, ANB, ARC, ATH, AVR, BBD, BFZ, BRB, BRO, BTD, C13, C14, C15, C16, C17, C18, C19, CED, CEI, CHK, CLB, CM2, CMA, CMD, CMR, CST, DD1, DDD, DDE, DDG, DDH, DDJ, DDL, DDM, DDO, DDP, DDR, DDS, DDU, DKM, DMR, DMU, DOM, DPA, DTK, E01, ELD, EVG, FBB, FRF, G17, GK1, GK2, GN2, GN3, GNT, GRN, GS1, GVL, H09, HBG, HOP, HOU, ICE, IKO, INV, ISD, ITP, J14, J22, JMP, KHM, KLD, KLR, KTK, LEA, LEB, LRW, LTR, M10, M11, M12, M13, M14, M15, M19, M20, M21, MBS, ME1, ME3, MH2, MID, MIR, MMQ, MOM, MRD, NEO, NPH, ODY, OLEP, ONE, ONS, ORI, P02, PAL00, PAL01, PAL03, PAL04, PAL05, PAL06, PAL99, PALP, PANA, PARL, PC2, PCA, PCTB, PELP, PF19, PF20, PGPX, PGRU, PMPS, PMPS06, PMPS07, PMPS08, PMPS09, PMPS10, PMPS11, POR, PPP1, PRM, PRW2, PRWK, PS11, PSAL, PSS2, PSS3, PTC, PTK, PZ2, RAV, RIX, RNA, ROE, RQS, RTR, S99, SCD, SHM, SIR, SLD, SNC, SOI, SOM, STX, SUM, TD0, TD2, THB, THS, TMP, TPR, TSP, UGL, UND, UNF, UNH, USG, UST, VOW, WAR, WC00, WC01, WC02, WC03, WC04, WC97, WC98, WC99, WHO, XANA, XLN, ZEN, ZNR","bundle","common","","","","","","","Forest","Basic","({T}: Add {G}.)","","Basic Land — Forest","Land","4ac153f5-8a7c-5128-8135-64b1c0c851e5","","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
"161",398,"KHM","","","Lathril, Blade of the Elves","Sam Burley","","","arena, mtgo, paper","","black","","G","","",NA,"",NA,0.41,NA,"",NA,"","nonfoil, foil","","","","2015",NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,1,NA,1,NA,NA,NA,"","English","normal","",NA,"","",0,"Forest","","","","Basic Land — Forest","","","10E, 2ED, 2XM, 30A, 3ED, 40K, 4BB, 4ED, 5ED, 6ED, 7ED, 8ED, 9ED, AFR, AKH, AKR, ALA, ANA, ANB, ARC, ATH, AVR, BBD, BFZ, BRB, BRO, BTD, C13, C14, C15, C16, C17, C18, C19, CED, CEI, CHK, CLB, CM2, CMA, CMD, CMR, CST, DD1, DDD, DDE, DDG, DDH, DDJ, DDL, DDM, DDO, DDP, DDR, DDS, DDU, DKM, DMR, DMU, DOM, DPA, DTK, E01, ELD, EVG, FBB, FRF, G17, GK1, GK2, GN2, GN3, GNT, GRN, GS1, GVL, H09, HBG, HOP, HOU, ICE, IKO, INV, ISD, ITP, J14, J22, JMP, KHM, KLD, KLR, KTK, LEA, LEB, LRW, LTR, M10, M11, M12, M13, M14, M15, M19, M20, M21, MBS, ME1, ME3, MH2, MID, MIR, MMQ, MOM, MRD, NEO, NPH, ODY, OLEP, ONE, ONS, ORI, P02, PAL00, PAL01, PAL03, PAL04, PAL05, PAL06, PAL99, PALP, PANA, PARL, PC2, PCA, PCTB, PELP, PF19, PF20, PGPX, PGRU, PMPS, PMPS06, PMPS07, PMPS08, PMPS09, PMPS10, PMPS11, POR, PPP1, PRM, PRW2, PRWK, PS11, PSAL, PSS2, PSS3, PTC, PTK, PZ2, RAV, RIX, RNA, ROE, RQS, RTR, S99, SCD, SHM, SIR, SLD, SNC, SOI, SOM, STX, SUM, TD0, TD2, THB, THS, TMP, TPR, TSP, UGL, UND, UNF, UNH, USG, UST, VOW, WAR, WC00, WC01, WC02, WC03, WC04, WC97, WC98, WC99, WHO, XANA, XLN, ZEN, ZNR","bundle","common","","","","","","","Forest","Basic","({T}: Add {G}.)","","Basic Land — Forest","Land","4ac153f5-8a7c-5128-8135-64b1c0c851e5","","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
"162",398,"KHM","","","Lathril, Blade of the Elves","Sam Burley","","","arena, mtgo, paper","","black","","G","","",NA,"",NA,0.41,NA,"",NA,"","nonfoil, foil","","","","2015",NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,1,NA,1,NA,NA,NA,"","English","normal","",NA,"","",0,"Forest","","","","Basic Land — Forest","","","10E, 2ED, 2XM, 30A, 3ED, 40K, 4BB, 4ED, 5ED, 6ED, 7ED, 8ED, 9ED, AFR, AKH, AKR, ALA, ANA, ANB, ARC, ATH, AVR, BBD, BFZ, BRB, BRO, BTD, C13, C14, C15, C16, C17, C18, C19, CED, CEI, CHK, CLB, CM2, CMA, CMD, CMR, CST, DD1, DDD, DDE, DDG, DDH, DDJ, DDL, DDM, DDO, DDP, DDR, DDS, DDU, DKM, DMR, DMU, DOM, DPA, DTK, E01, ELD, EVG, FBB, FRF, G17, GK1, GK2, GN2, GN3, GNT, GRN, GS1, GVL, H09, HBG, HOP, HOU, ICE, IKO, INV, ISD, ITP, J14, J22, JMP, KHM, KLD, KLR, KTK, LEA, LEB, LRW, LTR, M10, M11, M12, M13, M14, M15, M19, M20, M21, MBS, ME1, ME3, MH2, MID, MIR, MMQ, MOM, MRD, NEO, NPH, ODY, OLEP, ONE, ONS, ORI, P02, PAL00, PAL01, PAL03, PAL04, PAL05, PAL06, PAL99, PALP, PANA, PARL, PC2, PCA, PCTB, PELP, PF19, PF20, PGPX, PGRU, PMPS, PMPS06, PMPS07, PMPS08, PMPS09, PMPS10, PMPS11, POR, PPP1, PRM, PRW2, PRWK, PS11, PSAL, PSS2, PSS3, PTC, PTK, PZ2, RAV, RIX, RNA, ROE, RQS, RTR, S99, SCD, SHM, SIR, SLD, SNC, SOI, SOM, STX, SUM, TD0, TD2, THB, THS, TMP, TPR, TSP, UGL, UND, UNF, UNH, USG, UST, VOW, WAR, WC00, WC01, WC02, WC03, WC04, WC97, WC98, WC99, WHO, XANA, XLN, ZEN, ZNR","bundle","common","","","","","","","Forest","Basic","({T}: Add {G}.)","","Basic Land — Forest","Land","4ac153f5-8a7c-5128-8135-64b1c0c851e5","","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
"163",398,"KHM","","","Lathril, Blade of the Elves","Sam Burley","","","arena, mtgo, paper","","black","","G","","",NA,"",NA,0.41,NA,"",NA,"","nonfoil, foil","","","","2015",NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,1,NA,1,NA,NA,NA,"","English","normal","",NA,"","",0,"Forest","","","","Basic Land — Forest","","","10E, 2ED, 2XM, 30A, 3ED, 40K, 4BB, 4ED, 5ED, 6ED, 7ED, 8ED, 9ED, AFR, AKH, AKR, ALA, ANA, ANB, ARC, ATH, AVR, BBD, BFZ, BRB, BRO, BTD, C13, C14, C15, C16, C17, C18, C19, CED, CEI, CHK, CLB, CM2, CMA, CMD, CMR, CST, DD1, DDD, DDE, DDG, DDH, DDJ, DDL, DDM, DDO, DDP, DDR, DDS, DDU, DKM, DMR, DMU, DOM, DPA, DTK, E01, ELD, EVG, FBB, FRF, G17, GK1, GK2, GN2, GN3, GNT, GRN, GS1, GVL, H09, HBG, HOP, HOU, ICE, IKO, INV, ISD, ITP, J14, J22, JMP, KHM, KLD, KLR, KTK, LEA, LEB, LRW, LTR, M10, M11, M12, M13, M14, M15, M19, M20, M21, MBS, ME1, ME3, MH2, MID, MIR, MMQ, MOM, MRD, NEO, NPH, ODY, OLEP, ONE, ONS, ORI, P02, PAL00, PAL01, PAL03, PAL04, PAL05, PAL06, PAL99, PALP, PANA, PARL, PC2, PCA, PCTB, PELP, PF19, PF20, PGPX, PGRU, PMPS, PMPS06, PMPS07, PMPS08, PMPS09, PMPS10, PMPS11, POR, PPP1, PRM, PRW2, PRWK, PS11, PSAL, PSS2, PSS3, PTC, PTK, PZ2, RAV, RIX, RNA, ROE, RQS, RTR, S99, SCD, SHM, SIR, SLD, SNC, SOI, SOM, STX, SUM, TD0, TD2, THB, THS, TMP, TPR, TSP, UGL, UND, UNF, UNH, USG, UST, VOW, WAR, WC00, WC01, WC02, WC03, WC04, WC97, WC98, WC99, WHO, XANA, XLN, ZEN, ZNR","bundle","common","","","","","","","Forest","Basic","({T}: Add {G}.)","","Basic Land — Forest","Land","4ac153f5-8a7c-5128-8135-64b1c0c851e5","","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
"164",4,"CC1","","","Lathril, Blade of the Elves","Forrest Imel","","","mtgo, paper","","black","","G","","G",NA,"",215,1.43,NA,"",NA,"","nonfoil, foil","","""The land echoes our intentions, and the kami echo the land. We must strive to live in harmony with the world even when it seems to rise against us.""\n—Diary of Azusa","","2015",NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,1,NA,1,NA,NA,NA,"","English","normal","",NA,"","{3}{G}{G}",5,"Seedborn Muse","","","Untap all permanents you control during each other player's untap step.","Creature — Spirit","","2","10E, 9ED, BBD, C19, CC1, LGN","","rare","","","oval","","","","Spirit","","Untap all permanents you control during each other player's untap step.","4","Creature — Spirit","Creature","474bcfc2-1250-51a3-a9b0-09fbd493f874","","",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,NA
"165",408,"C21","","","Lathril, Blade of the Elves","Heather Hudson","","","mtgo, paper","","black","","G","","",NA,"",783,0.04,NA,"",NA,"","nonfoil","","","","2015",NA,NA,NA,0,1,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,"Cycling","English","normal","",NA,"","",0,"Tranquil Thicket","","","Tranquil Thicket enters the battlefield tapped.\n{T}: Add {G}.\nCycling {G} ({G}, Discard this card: Draw a card.)","Land","","","ARC, C13, C14, C17, C18, C21, CM2, CMA, CMD, DD1, DDJ, DDU, EVG, HA2, LTC, MH1, ONS, PF23, TD0, VMA, WC04","","common","","","","","","","","","Tranquil Thicket enters the battlefield tapped.\n{T}: Add {G}.\nCycling {G} ({G}, Discard this card: Draw a card.)","","Land","Land","4fde93cb-8afc-5fcf-8464-dd32f91794c2","","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
"166",441,"DMR","","","Lathril, Blade of the Elves","Mark Poole","","","mtgo, paper","","borderless","","G","","G",NA,"",107,0.95,NA,"",NA,"","nonfoil, foil","","","inverted","2015",NA,NA,NA,1,1,NA,1,NA,NA,NA,NA,NA,1,NA,1,NA,NA,NA,"","English","normal","",NA,"","{1}{G}",2,"Sylvan Library","","","At the beginning of your draw step, you may draw two additional cards. If you do, choose two cards in your hand drawn this turn. For each of those cards, pay 4 life or put the card on top of your library.","Enchantment","","","4BB, 4ED, 5ED, CC1, CM1, DMR, EMA, LEG, ME1, OLGC, PRM, PTC, PZ1, REN, VMA","boosterfun","mythic","","","oval","","","","","","At the beginning of your draw step, you may draw two additional cards. If you do, choose two cards in your hand drawn this turn. For each of those cards, pay 4 life or put the card on top of your library.","","Enchantment","Enchantment","a1f0f828-e954-593f-9e36-e7c2fdcd9ae1","76fcdadd-5861-54d8-9d3a-38855a19f59d, 0403cf30-a565-557b-8bab-7a2683a246f2","",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,NA
"167",444,"CLB","","","Magda, Brazen Outlaw","Justine Mara Andersen","","","paper","","black","","","","",NA,"",391,0.09,NA,"",NA,"","nonfoil, foil","","","showcase","2015",NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,"","English","normal","",NA,"","{3}",3,"Decanter of Endless Water","","","You have no maximum hand size.\n{T}: Add one mana of any color.","Artifact","","","CLB","boosterfun","common","","","","","","","","","You have no maximum hand size.\n{T}: Add one mana of any color.","","Artifact","Artifact","9b81c60a-dc52-5f00-8cdd-6236be41e77e","9e8adabe-f191-59a4-a8c8-6c7b5d94973a","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,NA
"168",464,"CLB","","","Magda, Brazen Outlaw","Lucas Graciano","","","paper","","black","","R","","",NA,"",NA,0.32,NA,"",NA,"","nonfoil, foil","","Lord Jannath sent you to secure the mine from gnoll raiders, but so far you haven't seen any gnolls . . . or, for that matter, any miners.","","2015",NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,1,NA,1,NA,NA,NA,"","English","normal","",NA,"","",0,"Mountain","","","","Basic Land — Mountain","","","10E, 2ED, 2XM, 30A, 3ED, 40K, 4BB, 4ED, 5ED, 6ED, 7ED, 8ED, 9ED, AFR, AKH, AKR, ALA, ANA, ANB, ARC, ARN, ATH, AVR, BBD, BFZ, BRB, BRC, BRO, BTD, C13, C14, C15, C16, C17, C18, C19, CED, CEI, CHK, CLB, CM2, CMA, CMD, CMR, CST, DD1, DD2, DDE, DDG, DDH, DDI, DDJ, DDK, DDL, DDN, DDP, DDS, DDT, DDU, DKM, DMR, DMU, DOM, DPA, DTK, E01, ELD, EVG, FBB, FRF, G17, GK1, GK2, GN2, GN3, GNT, GRN, GS1, H09, HBG, HOP, HOU, ICE, IKO, INV, ISD, ITP, J14, J22, JMP, JVC, KHM, KLD, KLR, KTK, LEA, LEB, LRW, LTR, M10, M11, M12, M13, M14, M15, M19, M20, M21, MBS, ME1, ME3, MH2, MID, MIR, MMQ, MOM, MRD, NEO, NPH, ODY, OLEP, ONE, ONS, ORI, P02, PAL00, PAL01, PAL03, PAL04, PAL05, PAL06, PAL99, PALP, PANA, PARL, PC2, PCA, PCTB, PD2, PELP, PF19, PF20, PGPX, PGRU, PHED, PLIST, PMPS, PMPS06, PMPS07, PMPS08, PMPS09, PMPS10, PMPS11, POR, PPP1, PRM, PRW2, PRWK, PS11, PSAL, PSS2, PSS3, PTC, PTK, PZ2, RAV, RIX, RNA, ROE, RQS, RTR, S99, SCD, SHM, SIR, SLD, SNC, SOI, SOM, STX, SUM, TD0, THB, THS, TMP, TPR, TSP, UGL, UND, UNF, UNH, USG, UST, VOW, WAR, WC00, WC01, WC02, WC03, WC97, WC98, WC99, WHO, XANA, XLN, ZEN, ZNR","","common","","","","","","","Mountain","Basic","({T}: Add {R}.)","","Basic Land — Mountain","Land","5f3e9f14-0f1b-5b85-a7dd-ff2043381f74","9d4104c4-bdc1-5a60-94f6-cb31e7ef18ae, efbad82c-56f8-5629-a664-141023fc6ae3, d60b336c-10e1-5da1-af88-ab65cb33111b","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
"169",466,"CLB","","Y","Magda, Brazen Outlaw","Sam White","","","paper","","black","","R","","",NA,"",NA,0.32,NA,"",NA,"","nonfoil, foil","","As you pause mid-climb to catch your breath, you'd swear you can hear a heartbeat pulsing deep within the mountain.","","2015",NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,1,NA,1,NA,NA,NA,"","English","normal","",NA,"","",0,"Mountain","","","","Basic Land — Mountain","","","10E, 2ED, 2XM, 30A, 3ED, 40K, 4BB, 4ED, 5ED, 6ED, 7ED, 8ED, 9ED, AFR, AKH, AKR, ALA, ANA, ANB, ARC, ARN, ATH, AVR, BBD, BFZ, BRB, BRC, BRO, BTD, C13, C14, C15, C16, C17, C18, C19, CED, CEI, CHK, CLB, CM2, CMA, CMD, CMR, CST, DD1, DD2, DDE, DDG, DDH, DDI, DDJ, DDK, DDL, DDN, DDP, DDS, DDT, DDU, DKM, DMR, DMU, DOM, DPA, DTK, E01, ELD, EVG, FBB, FRF, G17, GK1, GK2, GN2, GN3, GNT, GRN, GS1, H09, HBG, HOP, HOU, ICE, IKO, INV, ISD, ITP, J14, J22, JMP, JVC, KHM, KLD, KLR, KTK, LEA, LEB, LRW, LTR, M10, M11, M12, M13, M14, M15, M19, M20, M21, MBS, ME1, ME3, MH2, MID, MIR, MMQ, MOM, MRD, NEO, NPH, ODY, OLEP, ONE, ONS, ORI, P02, PAL00, PAL01, PAL03, PAL04, PAL05, PAL06, PAL99, PALP, PANA, PARL, PC2, PCA, PCTB, PD2, PELP, PF19, PF20, PGPX, PGRU, PHED, PLIST, PMPS, PMPS06, PMPS07, PMPS08, PMPS09, PMPS10, PMPS11, POR, PPP1, PRM, PRW2, PRWK, PS11, PSAL, PSS2, PSS3, PTC, PTK, PZ2, RAV, RIX, RNA, ROE, RQS, RTR, S99, SCD, SHM, SIR, SLD, SNC, SOI, SOM, STX, SUM, TD0, THB, THS, TMP, TPR, TSP, UGL, UND, UNF, UNH, USG, UST, VOW, WAR, WC00, WC01, WC02, WC03, WC97, WC98, WC99, WHO, XANA, XLN, ZEN, ZNR","","common","","","","","","","Mountain","Basic","({T}: Add {R}.)","","Basic Land — Mountain","Land","d60b336c-10e1-5da1-af88-ab65cb33111b","9d4104c4-bdc1-5a60-94f6-cb31e7ef18ae, 5f3e9f14-0f1b-5b85-a7dd-ff2043381f74, efbad82c-56f8-5629-a664-141023fc6ae3","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
"170",47,"KHC","","","Lathril, Blade of the Elves","Zezhou Chen","","","mtgo, paper","","black","","B","","B",NA,"",1469,0.05,NA,"",NA,"","nonfoil","","""Conquering your first world is the hardest, after all. My power grew as I moved from world to world, taking anything that would make the next taking easier.""\n—Ob Nixilis","","2015",NA,NA,NA,0,1,NA,NA,NA,NA,NA,NA,NA,1,NA,1,NA,NA,NA,"","English","normal","",NA,"","{3}{B}",4,"Ambition's Cost","","","You draw three cards and you lose 3 life.","Sorcery","","","8ED, C15, C17, C20, C21, CLB, CMA, DDR, DMC, HBG, KHC, MOC, PRM, PTK, SCD, XANA","","uncommon","","","","","","","","","You draw three cards and you lose 3 life.","","Sorcery","Sorcery","c52ceea5-7ac3-5f2b-82a2-60c8918c161c","","",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,NA
"171",48,"KHC","","","Lathril, Blade of the Elves","Randy Vargas","","","mtgo, paper","","black","","B","","B",NA,"",8802,NA,NA,"",NA,"","nonfoil","","""As long as eyeblights exist, the hunt will never end.""\n—Miara, Thorn of the Glade","","2015",NA,NA,NA,0,1,NA,NA,NA,NA,NA,NA,NA,1,NA,1,NA,NA,NA,"Mill","English","normal","",NA,"","{4}{B}",5,"Eyeblight Cullers","","","When Eyeblight Cullers dies, create three 1/1 green Elf Warrior creature tokens, then mill three cards. (Put the top three cards of your library into your graveyard.)","Creature — Elf Warrior","","3","CMR, KHC","","common","","","","","","","Elf, Warrior","","When Eyeblight Cullers dies, create three 1/1 green Elf Warrior creature tokens, then mill three cards. (Put the top three cards of your library into your graveyard.)","3","Creature — Elf Warrior","Creature","f57b47d7-2792-5501-a074-464d406820d5","","",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,NA
"172",49,"KHC","","","Lathril, Blade of the Elves","Igor Kieryluk","","","mtgo, paper","","black","","B","","B",NA,"",6498,0.13,NA,"",NA,"","nonfoil","","""I've already seen so much evil, so much darkness. Why do you insist on adding more?""\n—Nissa Revane, to Dwynen","","2015",NA,NA,NA,0,1,NA,NA,NA,NA,NA,NA,NA,1,NA,1,NA,NA,NA,"","English","normal","",NA,"","{2}{B}{B}",4,"Eyeblight Massacre","","","Non-Elf creatures get -2/-2 until end of turn.","Sorcery","","","CMR, KHC, ORI","","uncommon","","","","","","","","","Non-Elf creatures get -2/-2 until end of turn.","","Sorcery","Sorcery","eac62833-846a-525e-97e9-10552f629a08","","",0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,NA
"173",502,"CLB","","Y","Magda, Brazen Outlaw","Darek Zabrocki","","","paper","","black","","R","","R",NA,"",12201,0.1,NA,"",NA,"","etched","","","legendary, inverted","2015",NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,"Haste","English","normal","{'brawl': False, 'commander': True, 'oathbreaker': False}",NA,"","{3}{R}",4,"Amber Gristle O'Maul","","","","","","3","CLB","boosterfun","uncommon","","","","","","","Dwarf, Cleric","Legendary","Haste\nWhenever Amber Gristle O'Maul attacks, you may discard your hand. If you do, draw a card for each player being attacked.\nChoose a Background (You can have a Background as a second commander.)","3","Legendary Creature — Dwarf Cleric","Creature","7f27978a-d9f5-5d55-8cca-ff06f3207b4b","d8c8cb32-02e1-500f-a2a9-55a59e2ba40b, a882292a-028c-5367-b494-8fb7125ca086","",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,NA
"174",51,"KHC","","","Lathril, Blade of the Elves","Johannes Voss","","","mtgo, paper","","black","","B","","B",NA,"",3355,0.09,NA,"",NA,"","nonfoil","","""Approach from downwind. Tread with care. Aim for the heart.""","legendary","2015",NA,NA,NA,0,1,NA,NA,NA,NA,NA,NA,NA,1,NA,1,NA,NA,NA,"Partner","English","normal","{'brawl': False, 'commander': True, 'oathbreaker': False}",NA,"","{1}{B}",2,"Miara, Thorn of the Glade","","","Whenever Miara, Thorn of the Glade or another Elf you control dies, you may pay {1} and 1 life. If you do, draw a card.\nPartner (You can have two commanders if both have partner.)","Legendary Creature — Elf Scout","","1","CMR, KHC, PRM","","uncommon","","","","","","","Elf, Scout","Legendary","Whenever Miara, Thorn of the Glade or another Elf you control dies, you may pay {1} and 1 life. If you do, draw a card.\nPartner (You can have two commanders if both have partner.)","2","Legendary Creature — Elf Scout","Creature","68c0610d-62e4-5a00-b54b-19d8f015384a","","",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,NA
"175",54,"KHC","","","Lathril, Blade of the Elves","Matt Stewart","","","mtgo, paper","","black","","G","","G",NA,"",128,0.33,NA,"",NA,"","nonfoil","","""The tiniest mouse speaks louder to me than all the festival crowds on Tin Street.""","","2015",NA,NA,NA,0,1,NA,NA,NA,NA,NA,NA,NA,1,NA,1,NA,NA,NA,"","English","normal","",NA,"","{2}{G}{G}",4,"Beast Whisperer","","","Whenever you cast a creature spell, draw a card.","Creature — Elf Druid","","2","C20, GN3, GRN, KHC, P30A, PCTB, PGRN, PRES, SLD, TSR","","rare","","","oval","","","","Elf, Druid","","Whenever you cast a creature spell, draw a card.","3","Creature — Elf Druid","Creature","b19babdb-a88f-569e-b966-f13a1f8028c0","","",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,NA
"176",55,"KHC","","","Lathril, Blade of the Elves","Bastien L. Deharme","","","mtgo, paper","","black","","G","","G",NA,"",4390,0.06,NA,"",NA,"","nonfoil","","","","2015",NA,NA,NA,0,1,NA,NA,NA,NA,NA,NA,NA,1,NA,1,NA,NA,NA,"Fabricate","English","normal","",NA,"","{3}{G}{G}",5,"Cultivator of Blades","","","Fabricate 2 (When this creature enters the battlefield, put two +1/+1 counters on it or create two 1/1 colorless Servo artifact creature tokens.)\nWhenever Cultivator of Blades attacks, you may have other attacking creatures get +X/+X until end of turn, where X is Cultivator of Blades's power.","Creature — Elf Artificer","","1","KHC, KLD, PKLD, PRM","","rare","","","oval","","","","Elf, Artificer","","Fabricate 2 (When this creature enters the battlefield, put two +1/+1 counters on it or create two 1/1 colorless Servo artifact creature tokens.)\nWhenever Cultivator of Blades attacks, you may have other attacking creatures get +X/+X until end of turn, where X is Cultivator of Blades's power.","1","Creature — Elf Artificer","Creature","b6b2ae27-230f-544e-978c-fe3e289f805a","","",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,NA
"177",56,"GK1","","","Lathril, Blade of the Elves","Justin Sweet","","","paper","","black","","B, G","","G",NA,"",389,0.08,NA,"",NA,"","nonfoil","","Cast out of the Conclave generations ago, these elves found a home in the corrupted districts of the Golgari.","","2015",NA,NA,NA,0,1,NA,NA,NA,NA,NA,NA,NA,1,NA,1,NA,NA,NA,"","English","normal","",NA,"","{G}",1,"Elves of Deep Shadow","","","{T}: Add {B}. Elves of Deep Shadow deals 1 damage to you.","Creature — Elf Druid","","1","DDJ, DRK, F06, GK1, MB1, ME3, PRM, RAV","","common","","","","","","","Elf, Druid","","{T}: Add {B}. Elves of Deep Shadow deals 1 damage to you.","1","Creature — Elf Druid","Creature","eb75552f-1518-5fbe-acbc-3cab67e9c95f","","golgari",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
"178",56,"KHC","","","Lathril, Blade of the Elves","Johannes Voss","","","mtgo, paper","","black","","G","","G",NA,"",1995,0.16,NA,"",NA,"","nonfoil","","""This is our land. We will not allow eyeblights to poison its beauty.""","legendary","2015",NA,NA,NA,0,1,NA,NA,NA,NA,NA,NA,NA,1,NA,1,NA,NA,NA,"Reach","English","normal","{'brawl': False, 'commander': True, 'oathbreaker': False}",NA,"","{2}{G}{G}",4,"Dwynen, Gilt-Leaf Daen","","","Reach\nOther Elf creatures you control get +1/+1.\nWhenever Dwynen, Gilt-Leaf Daen attacks, you gain 1 life for each attacking Elf you control.","Legendary Creature — Elf Warrior","","3","DDU, KHC, ORI, PORI, PRM","","rare","","","oval","","","","Elf, Warrior","Legendary","Reach\nOther Elf creatures you control get +1/+1.\nWhenever Dwynen, Gilt-Leaf Daen attacks, you gain 1 life for each attacking Elf you control.","4","Legendary Creature — Elf Warrior","Creature","03a97a32-6745-5a30-a95d-c0097a5cd113","","",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,NA
