"artist","artistIds","asciiName","availability","boosterTypes","borderColor","colorIdentity","colors","edhrecSaltiness","faceName","finishes","flavorText","frameEffects","frameVersion","hasFoil","hasNonFoil","isFullArt","isFunny","isPromo","isReprint","isTextless","keywords","language","layout","name","number","orientation","originalText","originalType","otherFaceIds","power","promoTypes","relatedCards","reverseRelated","securityStamp","setCode","side","signature","subtypes","supertypes","text","toughness","type","types","uuid","watermark"
"Matt Stewart","20871267-2d8a-41d5-b03a-be3d557c5734","","paper","","black","W","W",NA,"","nonfoil, foil","","",2015,1,1,NA,NA,NA,1,NA,"Vigilance","English","token","Knight","5","","","","","2","","{'reverseRelated': ['Banish into Fable', 'Knight Watch', 'Valorous Steed', 'Valiant Endeavor', ""Basri's Lieutenant"", 'Call the Cavalry', ""Trostani's Summoner"", 'Aryel, Knight of Windgrace', 'Knightly Valor', 'Selesnya Charm', 'Militant Angel', 'Security Blockade', 'Gallant Cavalry', 'Silverwing Squadron', 'History of Benalia', 'Lonesome Unicorn // Rider in Need', 'Sunspire Gatekeepers', 'Doom Foretold', 'Righteous Confluence', 'Sigiled Sword of Valeron', ""Gideon's Phalanx"", 'The Circle of Loyalty']}","Banish into Fable, Knight Watch, Valorous Steed, Valiant Endeavor, Basri's Lieutenant, Call the Cavalry, Trostani's Summoner, Aryel, Knight of Windgrace, Knightly Valor, Selesnya Charm, Militant Angel, Security Blockade, Gallant Cavalry, Silverwing Squadron, History of Benalia, Lonesome Unicorn // Rider in Need, Sunspire Gatekeepers, Doom Foretold, Righteous Confluence, Sigiled Sword of Valeron, Gideon's Phalanx, The Circle of Loyalty","","T2X2","","","Knight","","Vigilance","2","Token Creature — Knight","Token, Creature","06558f31-bce8-5504-9058-d836968bab2b",""
"Steven Belledin","f07d73b9-52a0-4fe5-858b-61f7b42174a5","","paper","","black","W","W",NA,"","nonfoil, foil","","",2015,1,1,NA,NA,NA,1,NA,"Prowess","English","token","Monk","6","","","","","1","","{'reverseRelated': ['Monastery Mentor']}","Monastery Mentor","","T2X2","","","Monk","","Prowess","1","Token Creature — Monk","Token, Creature","e4440487-4f32-5ed9-b485-0e34a2258f79",""
"Magali Villeneuve","9e6a55ae-be4d-4c23-a2a5-135737ffd879","","paper","","black","W","W",NA,"","nonfoil, foil","","",2015,1,1,NA,NA,NA,1,NA,"","English","token","Soldier","7","","","","","1","","{'reverseRelated': ['Phyrexian Warhorse', ""Elspeth, Sun's Champion"", 'First Response', 'Throne of Empires', 'Deploy to the Front', 'Baird, Argivian Recruiter', 'Entrapment Maneuver', 'Security Detail', 'Undercellar Sweep', 'Martial Coup', 'Sergeant-at-Arms', 'Launch the Fleet', 'Benalish Commander', 'Torsten, Founder of Benalia', 'Precinct Captain', 'Scout the Wilderness', 'Murder Investigation', 'Hero of Bladehold', ""Captain's Call"", 'Basri Ket', 'Keeper of the Accord', 'Tura Kennerüd, Skyknight', 'Prava of the Steel Legion', 'Evangel of Heliod', 'Company Commander', 'Raise the Alarm', 'Queen Allenal of Ruadach', 'Elspeth Tirel', 'Knight-Captain of Eos', 'Keldon Strike Team', 'Timely Reinforcements', 'Decree of Justice', 'Bant Sojourners', 'Mobilization', 'Veteran Soldier', 'Even the Odds', 'Protect the Negotiators', ""You're Confronted by Robbers"", 'Lieutenants of the Guard', 'Defiler of Faith', 'Kjeldoran Outpost', 'Akroan Horse', 'Skyknight Vanguard', ""Elspeth's Talent"", 'Stormfront Riders', 'Captain of the Watch', 'Lena, Selfless Champion', 'Ancestral Blade', 'Ironroot Warlord', 'Attended Knight', 'Alliance of Arms', 'Heroic Reinforcements', 'Argivian Cavalier', ""Abdel Adrian, Gorion's Ward"", ""Historian's Boon"", ""Horn of Valhalla // Ysgard's Call"", 'Darien, King of Kjeldor', 'Recruitment Drive', 'Secure the Scene', 'Recruit the Worthy', 'King Darien XLVIII', 'Resolute Reinforcements', 'Elspeth, Knight-Errant', 'Memorial to Glory']}","Phyrexian Warhorse, Elspeth, Sun's Champion, First Response, Throne of Empires, Deploy to the Front, Baird, Argivian Recruiter, Entrapment Maneuver, Security Detail, Undercellar Sweep, Martial Coup, Sergeant-at-Arms, Launch the Fleet, Benalish Commander, Torsten, Founder of Benalia, Precinct Captain, Scout the Wilderness, Murder Investigation, Hero of Bladehold, Captain's Call, Basri Ket, Keeper of the Accord, Tura Kennerüd, Skyknight, Prava of the Steel Legion, Evangel of Heliod, Company Commander, Raise the Alarm, Queen Allenal of Ruadach, Elspeth Tirel, Knight-Captain of Eos, Keldon Strike Team, Timely Reinforcements, Decree of Justice, Bant Sojourners, Mobilization, Veteran Soldier, Even the Odds, Protect the Negotiators, You're Confronted by Robbers, Lieutenants of the Guard, Defiler of Faith, Kjeldoran Outpost, Akroan Horse, Skyknight Vanguard, Elspeth's Talent, Stormfront Riders, Captain of the Watch, Lena, Selfless Champion, Ancestral Blade, Ironroot Warlord, Attended Knight, Alliance of Arms, Heroic Reinforcements, Argivian Cavalier, Abdel Adrian, Gorion's Ward, Historian's Boon, Horn of Valhalla // Ysgard's Call, Darien, King of Kjeldor, Recruitment Drive, Secure the Scene, Recruit the Worthy, King Darien XLVIII, Resolute Reinforcements, Elspeth, Knight-Errant, Memorial to Glory","","T2X2","","","Soldier","","","1","Token Creature — Soldier","Token, Creature","d9361551-ef54-562f-b97a-0d2500ac5588",""
"Mike Sass","155bc2cb-038d-4b1f-9990-6178db1d1a21","","paper","","black","W","W",NA,"","nonfoil, foil","","",2015,1,1,NA,NA,NA,1,NA,"Flying","English","token","Spirit","8","","","","","1","","{'reverseRelated': ['Funeral Pyre', 'Haunted Dead', 'Blessed Defiance', ""Slayer's Plate"", 'Lingering Souls', 'Staff of the Storyteller', 'Gallows at Willow Hill', 'Kaya the Inexorable', 'Nearheath Chaplain', 'Oath of the Grey Host', 'Ethereal Investigator', 'Whispering Wizard', 'Spectral Procession', 'Abzan Ascendancy', 'Benevolent Offering', 'King of the Oathbreakers', 'Nurturing Presence', 'Triplicate Spirits', 'Afterlife', 'Field of Souls', ""Kirtar's Wrath"", 'Moorland Haunt', 'Hallowed Spiritkeeper', 'Requiem Angel', 'Spectral Reserves', 'Mausoleum Guard', 'Occult Epiphany', 'Hanged Executioner', 'Millicent, Restless Revenant', ""Kykar, Wind's Fury"", 'Priest of the Blessed Graf', 'Thalisse, Reverent Medium', 'Sanctifier of Souls', 'Teysa, Orzhov Scion', ""Avacyn's Collar"", 'Valor of the Worthy', 'Brine Comber // Brinebound Gift', 'Luminous Angel', 'Seize the Soul', 'Heron-Blessed Geist', 'Doomed Traveler', 'Midnight Haunting', 'Drogskol Cavalry', 'Spirit Cairn', 'Bishop of Wings', 'Twilight Drover', 'Path of the Ghosthunter', 'Shadow Summoning', 'March of Souls', 'Confront the Assault', 'Vessel of Ephemera', 'Dauntless Cathar', 'Ranar the Ever-Watchful', 'Custodi Soulbinders', 'Alharu, Solemn Ritualist', 'Clarion Spirit', 'Kaya, Geist Hunter', 'Not Forgotten', 'Geist-Honored Monk', 'Rousing of Souls', 'Andúril, Flame of the West', 'Haunted Library', 'Elgaud Inquisitor', ""Thalia's Geistcaller"", 'Emissary of the Sleepless', 'Spirit Bonds', 'Transluminant', 'Court of Grace', 'Sandsteppe Outcast']}","Funeral Pyre, Haunted Dead, Blessed Defiance, Slayer's Plate, Lingering Souls, Staff of the Storyteller, Gallows at Willow Hill, Kaya the Inexorable, Nearheath Chaplain, Oath of the Grey Host, Ethereal Investigator, Whispering Wizard, Spectral Procession, Abzan Ascendancy, Benevolent Offering, King of the Oathbreakers, Nurturing Presence, Triplicate Spirits, Afterlife, Field of Souls, Kirtar's Wrath, Moorland Haunt, Hallowed Spiritkeeper, Requiem Angel, Spectral Reserves, Mausoleum Guard, Occult Epiphany, Hanged Executioner, Millicent, Restless Revenant, Kykar, Wind's Fury, Priest of the Blessed Graf, Thalisse, Reverent Medium, Sanctifier of Souls, Teysa, Orzhov Scion, Avacyn's Collar, Valor of the Worthy, Brine Comber // Brinebound Gift, Luminous Angel, Seize the Soul, Heron-Blessed Geist, Doomed Traveler, Midnight Haunting, Drogskol Cavalry, Spirit Cairn, Bishop of Wings, Twilight Drover, Path of the Ghosthunter, Shadow Summoning, March of Souls, Confront the Assault, Vessel of Ephemera, Dauntless Cathar, Ranar the Ever-Watchful, Custodi Soulbinders, Alharu, Solemn Ritualist, Clarion Spirit, Kaya, Geist Hunter, Not Forgotten, Geist-Honored Monk, Rousing of Souls, Andúril, Flame of the West, Haunted Library, Elgaud Inquisitor, Thalia's Geistcaller, Emissary of the Sleepless, Spirit Bonds, Transluminant, Court of Grace, Sandsteppe Outcast","","T2X2","","","Spirit","","Flying","1","Token Creature — Spirit","Token, Creature","5bb80cf6-edae-5967-8e02-a2692efe9268",""
"John Severin Brassell","a4f50310-4b01-4cd3-8ab8-85b31e6876db","","paper","","black","W","W",NA,"","nonfoil, foil","","",2015,1,1,NA,NA,NA,1,NA,"Lifelink","English","token","Vampire","9","","","","","1","","{'reverseRelated': ['Mavren Fein, Dusk Apostle', 'Call to the Feast', ""Squire's Devotion"", ""Queen's Commission"", 'Ghalta and Mavren', 'Martyr of Dusk', 'Elenda, the Dusk Rose', 'Paladin of the Bloodstained', ""Legion's Landing // Adanto, the First Fort""]}","Mavren Fein, Dusk Apostle, Call to the Feast, Squire's Devotion, Queen's Commission, Ghalta and Mavren, Martyr of Dusk, Elenda, the Dusk Rose, Paladin of the Bloodstained, Legion's Landing // Adanto, the First Fort","","T2X2","","","Vampire","","Lifelink (Damage dealt by this creature also causes you to gain that much life.)","1","Token Creature — Vampire","Token, Creature","5e95d749-81f3-5294-a405-b4b65a32eb4f",""
"Svetlin Velinov","ffd063ae-c097-4f26-b2e6-b1e2137708bc","","paper","","black","U","U",NA,"","nonfoil, foil","","",2015,1,1,NA,NA,NA,1,NA,"Flying","English","token","Drake","10","","","","","2","","{'reverseRelated': ['Roost of Drakes', ""Talrand's Invocation"", 'Drake Haven', 'Alandra, Sky Dreamer', 'Talrand, Sky Summoner']}","Roost of Drakes, Talrand's Invocation, Drake Haven, Alandra, Sky Dreamer, Talrand, Sky Summoner","","T2X2","","","Drake","","Flying","2","Token Creature — Drake","Token, Creature","7c0e0855-217e-56a4-9a75-5409a158aec1",""
"Dave Allsop","99b8310a-4fd6-4ded-8ab7-3b5185821cbe","","paper","","black","B","B",NA,"","nonfoil, foil","","",2015,1,1,NA,NA,NA,1,NA,"Flying","English","token","Faerie Rogue","11","","","","","1","","{'reverseRelated': ['Notorious Throng', 'Violet Pall', 'Bitterblossom']}","Notorious Throng, Violet Pall, Bitterblossom","","T2X2","","","Faerie, Rogue","","Flying","1","Token Creature — Faerie Rogue","Token, Creature","367b2213-a86a-5fdb-90f7-8c93a74cb3c3",""
"Anna Steinbauer","3516496c-c279-4b56-8239-720683d03ae0","","paper","","black","B","B",NA,"","nonfoil, foil","","",2015,1,1,NA,NA,NA,1,NA,"","English","token","Zombie","12","","","","","2","","{'reverseRelated': ['Waste Not', 'Awaken the Erstwhile', 'Empty the Pits', 'Wight', ""Gisa's Bidding"", 'Oath of Liliana', 'Ghoulcaller Gisa', 'Bridge from Below', 'Shamble Back', 'Doomed Dissenter', 'The Fourth Sphere', ""Ghoulcaller's Accomplice"", 'Cryptbreaker', ""Drana's Chosen"", 'Rakshasa Gravecaller', 'Tymaret Calls the Dead', 'Graveyard Marshal', 'Open the Graves', 'Dying to Serve', 'Acererak the Archlich', 'Cradle of the Accursed', 'Undead Alchemist', 'Midnight Ritual', 'Rise from the Tides', 'Bone Miser', 'Nevinyrral, Urborg Tyrant', 'Sidisi, Brood Tyrant', 'Archdemon of Unx', 'Feast or Famine', 'Hour of Promise', 'Rank Officer', 'Stir the Sands', 'Undead Servant', 'Liliana, Dreadhorde General', 'Dread Summons', 'Boneclad Necromancer', 'Liliana, the Last Hope', 'Vile Rebirth', 'Endless Ranks of the Dead', 'Curse of Disturbance', 'Tormod, the Desecrator', 'Cemetery Reaper', 'Army of the Damned', ""Liliana, Death's Majesty"", 'Aphemia, the Cacophony', 'Drunau Corpse Trawler', 'Oglor, Devoted Assistant', 'Assemble the Rank and Vile', 'Grixis Slavedriver', ""Necromancer's Covenant"", 'Necromentia', 'Reap the Seagraf', ""Liliana's Reaver"", 'Varina, Lich Queen', 'Tombstone Stairwell', 'Wand of Orcus', 'From Under the Floorboards', 'Cellar Door', 'Invasion of Innistrad // Deluge of the Dead', 'Xathrid Necromancer', 'Necrotic Hex', 'Field of the Dead', 'Lair of the Ashen Idol', 'Necromaster Dragon', ""Liliana's Devotee"", 'Liliana, Heretical Healer // Liliana, Defiant Necromancer', 'Null Caller', 'Syphon Flesh', ""Liliana's Mastery"", 'Sarcomancy', 'Zombie Infestation', 'Never // Return', 'Overseer of the Damned', 'Skull Skaab', 'Dunes of the Dead', 'Moan of the Unhallowed', 'Unscythe, Killer of Kings', 'Graf Harvest', 'Headless Rider', ""Necromancer's Stockpile"", 'Curse of Shallow Graves', 'Maalfeld Twins', 'Rotlung Reanimator', 'Kalitas, Traitor of Ghet', 'Tobias, Doomed Conqueror', 'Magus of the Bridge', 'Wakedancer', 'Havengul Runebinder', 'Suspicious Shambler', 'Noosegraf Mob', 'Grave Titan', 'Dark Salvation', 'Death Tyrant', 'Captive Audience', 'The Book of Vile Darkness', 'Diregraf Colossus']}","Waste Not, Awaken the Erstwhile, Empty the Pits, Wight, Gisa's Bidding, Oath of Liliana, Ghoulcaller Gisa, Bridge from Below, Shamble Back, Doomed Dissenter, The Fourth Sphere, Ghoulcaller's Accomplice, Cryptbreaker, Drana's Chosen, Rakshasa Gravecaller, Tymaret Calls the Dead, Graveyard Marshal, Open the Graves, Dying to Serve, Acererak the Archlich, Cradle of the Accursed, Undead Alchemist, Midnight Ritual, Rise from the Tides, Bone Miser, Nevinyrral, Urborg Tyrant, Sidisi, Brood Tyrant, Archdemon of Unx, Feast or Famine, Hour of Promise, Rank Officer, Stir the Sands, Undead Servant, Liliana, Dreadhorde General, Dread Summons, Boneclad Necromancer, Liliana, the Last Hope, Vile Rebirth, Endless Ranks of the Dead, Curse of Disturbance, Tormod, the Desecrator, Cemetery Reaper, Army of the Damned, Liliana, Death's Majesty, Aphemia, the Cacophony, Drunau Corpse Trawler, Oglor, Devoted Assistant, Assemble the Rank and Vile, Grixis Slavedriver, Necromancer's Covenant, Necromentia, Reap the Seagraf, Liliana's Reaver, Varina, Lich Queen, Tombstone Stairwell, Wand of Orcus, From Under the Floorboards, Cellar Door, Invasion of Innistrad // Deluge of the Dead, Xathrid Necromancer, Necrotic Hex, Field of the Dead, Lair of the Ashen Idol, Necromaster Dragon, Liliana's Devotee, Liliana, Heretical Healer // Liliana, Defiant Necromancer, Null Caller, Syphon Flesh, Liliana's Mastery, Sarcomancy, Zombie Infestation, Never // Return, Overseer of the Damned, Skull Skaab, Dunes of the Dead, Moan of the Unhallowed, Unscythe, Killer of Kings, Graf Harvest, Headless Rider, Necromancer's Stockpile, Curse of Shallow Graves, Maalfeld Twins, Rotlung Reanimator, Kalitas, Traitor of Ghet, Tobias, Doomed Conqueror, Magus of the Bridge, Wakedancer, Havengul Runebinder, Suspicious Shambler, Noosegraf Mob, Grave Titan, Dark Salvation, Death Tyrant, Captive Audience, The Book of Vile Darkness, Diregraf Colossus","","T2X2","","","Zombie","","","2","Token Creature — Zombie","Token, Creature","64241dfe-167b-5c4a-ba03-c0bb9a4996b6",""
"Winona Nelson","e45fe8d3-75d6-42c9-a2df-e945ad81ea27","","paper","","black","R","R",NA,"","nonfoil, foil","","",2015,1,1,NA,NA,NA,1,NA,"","English","token","Elemental","13","","","","","1","","{'reverseRelated': ['Seasoned Pyromancer', 'Scampering Scorcher', 'Young Pyromancer', 'Chandra, Acolyte of Flame', ""Tilonalli's Summoner"", 'Molten Birth', 'Mask of Immolation']}","Seasoned Pyromancer, Scampering Scorcher, Young Pyromancer, Chandra, Acolyte of Flame, Tilonalli's Summoner, Molten Birth, Mask of Immolation","","T2X2","","","Elemental","","","1","Token Creature — Elemental","Token, Creature","27b9adf3-cfb3-5551-adad-757e7f00201c",""
"Kev Walker","f366a0ee-a0cd-466d-ba6a-90058c7a31a6","","paper","","black","G","G",NA,"","nonfoil, foil","","",2015,1,1,NA,NA,NA,1,NA,"","English","token","Bear","14","","","","","4","","{'reverseRelated': [""Bear's Companion""]}","Bear's Companion","","T2X2","","","Bear","","","4","Token Creature — Bear","Token, Creature","18eef80e-48c6-500e-98cf-3ed4c3601b55",""
"Jesper Ejsing","a5f8354a-8b51-4e59-96b2-0e3aeae4fa1d","","paper","","black","G","G",NA,"","nonfoil, foil","","",2015,1,1,NA,NA,NA,1,NA,"","English","token","Boar","15","","","","","3","","{'reverseRelated': ['Brindle Shoat']}","Brindle Shoat","","T2X2","","","Boar","","","3","Token Creature — Boar","Token, Creature","c8599875-0389-5953-be39-61a5a7b5bb6a",""
"Christopher Burdett","ff32a9e2-54fd-4d6a-97b5-1070e692833b","","paper","","black","G","G",NA,"","nonfoil, foil","","",2015,1,1,NA,NA,NA,1,NA,"Defender","English","token","Egg","16","","","","","0","","{'reverseRelated': ['Atla Palani, Nest Tender']}","Atla Palani, Nest Tender","","T2X2","","","Egg","","Defender","1","Token Creature — Egg","Token, Creature","9db7edf6-2139-5df7-8e94-5906ee38136d",""
"Brad Rigney","f17194b9-10e9-44ea-9b65-6812ab398624","","paper","","black","G","G",NA,"","nonfoil, foil","","",2015,1,1,NA,NA,NA,1,NA,"","English","token","Saproling","17","","","","","1","","{'reverseRelated': ['Fungal Infection', 'Sporoloth Ancient', 'Fungal Plots', 'Undercellar Myconid', 'Aura Mutation', 'Sporemound', 'Thallid Germinator', 'Spore Burst', 'Sporeweb Weaver', 'Fists of Ironwood', 'Fungal Sprouting', 'Savage Thallid', 'Night Soil', 'Sporogenesis', 'Psychotrope Thallid', 'Deathspore Thallid', 'Saproling Cluster', 'Golgari Germination', 'Sprout', 'Yavimaya Sapherd', 'Thallid', 'Thallid Shell-Dweller', 'Utopia Mycon', 'Selesnya Evangel', 'Last Stand', 'Pollenbright Wings', 'Slimefoot and Squee', 'Nemata, Grove Guardian', 'Aether Mutation', 'Saproling Symbiosis', 'Thelonite Hermit', 'Jade Mage', 'Death Mutation', 'Druidic Satchel', 'Ulasht, the Hate Seed', 'Verdant Force', 'The Weatherseed Treaty', 'Verdeloth the Ancient', 'Vitu-Ghazi, the City-Tree', 'Vitaspore Thallid', 'Sprout Swarm', 'Spore Swarm', 'Selesnya Guildmage', 'Elvish Farmer', 'Rith, the Awakener', ""Rith's Charm"", 'Overgrown Armasaur', 'Tendershoot Dryad', 'Tana, the Bloodsower', 'Morbid Bloom', 'Bramble Elemental', 'Necrogenesis', 'Mycologist', 'Korozda Guildmage', 'Thallid Devourer', 'Fungal Rebirth', 'Saproling Migration', 'Scatter the Seeds', 'Tukatongue Thallid', 'Deathbloom Thallid', 'Jund Battlemage', 'Spontaneous Generation', 'Supply // Demand', 'Mycoloth', 'Dreampod Druid', 'Saproling Infestation', 'Sporesower Thallid', 'Ghave, Guru of Spores', 'Pallid Mycoderm', 'Artifact Mutation', 'Sprouting Thrinax', 'Flash Foliage', 'Verdant Embrace', 'Sarpadian Empires, Vol. VII', 'Nemata, Primeval Warden', 'Greener Pastures', 'Grand Ossuary', 'Seed Spark', 'Slimefoot, the Stowaway']}","Fungal Infection, Sporoloth Ancient, Fungal Plots, Undercellar Myconid, Aura Mutation, Sporemound, Thallid Germinator, Spore Burst, Sporeweb Weaver, Fists of Ironwood, Fungal Sprouting, Savage Thallid, Night Soil, Sporogenesis, Psychotrope Thallid, Deathspore Thallid, Saproling Cluster, Golgari Germination, Sprout, Yavimaya Sapherd, Thallid, Thallid Shell-Dweller, Utopia Mycon, Selesnya Evangel, Last Stand, Pollenbright Wings, Slimefoot and Squee, Nemata, Grove Guardian, Aether Mutation, Saproling Symbiosis, Thelonite Hermit, Jade Mage, Death Mutation, Druidic Satchel, Ulasht, the Hate Seed, Verdant Force, The Weatherseed Treaty, Verdeloth the Ancient, Vitu-Ghazi, the City-Tree, Vitaspore Thallid, Sprout Swarm, Spore Swarm, Selesnya Guildmage, Elvish Farmer, Rith, the Awakener, Rith's Charm, Overgrown Armasaur, Tendershoot Dryad, Tana, the Bloodsower, Morbid Bloom, Bramble Elemental, Necrogenesis, Mycologist, Korozda Guildmage, Thallid Devourer, Fungal Rebirth, Saproling Migration, Scatter the Seeds, Tukatongue Thallid, Deathbloom Thallid, Jund Battlemage, Spontaneous Generation, Supply // Demand, Mycoloth, Dreampod Druid, Saproling Infestation, Sporesower Thallid, Ghave, Guru of Spores, Pallid Mycoderm, Artifact Mutation, Sprouting Thrinax, Flash Foliage, Verdant Embrace, Sarpadian Empires, Vol. VII, Nemata, Primeval Warden, Greener Pastures, Grand Ossuary, Seed Spark, Slimefoot, the Stowaway","","T2X2","","","Saproling","","","1","Token Creature — Saproling","Token, Creature","b04a8173-24b6-577f-a150-cd7e51791c04",""
"Slawomir Maniak","d887bc66-2779-416c-a1ff-d8720242063e","","paper","","black","G","G",NA,"","nonfoil, foil","","",2015,1,1,NA,NA,NA,1,NA,"Reach","English","token","Spider","18","","","","","1","","{'reverseRelated': ['Rotwidow Pack', ""Gloomwidow's Feast"", 'Arasta of the Endless Web', 'Ishkanah, Grafwidow', 'Twin-Silk Spider', 'Arachnogenesis', 'Curse of Clinging Webs', 'Spider Spawning', 'Brood Weaver']}","Rotwidow Pack, Gloomwidow's Feast, Arasta of the Endless Web, Ishkanah, Grafwidow, Twin-Silk Spider, Arachnogenesis, Curse of Clinging Webs, Spider Spawning, Brood Weaver","","T2X2","","","Spider","","Reach","2","Token Creature — Spider","Token, Creature","23cf1fd4-4cb8-52d1-89ca-401b60ff3ec9",""
"Cynthia Sheppard","9dfbdd58-65e6-40cf-951a-80e141061939","","paper","","black","B, G, R","B, G, R",NA,"","nonfoil, foil","","",2015,1,1,NA,NA,NA,1,NA,"Flying","English","token","Cat Dragon","19","","","","","3","","{'reverseRelated': ['Wasitora, Nekoru Queen']}","Wasitora, Nekoru Queen","","T2X2","","","Cat, Dragon","","Flying","3","Token Creature — Cat Dragon","Token, Creature","77468071-de65-572f-80bc-88e11a77392f",""
"Chuck Lukacs","2bdf4da7-c66c-4c46-a253-284c856ccfab","","paper","","black","B, G","B, G",NA,"","nonfoil, foil","","",2015,1,1,NA,NA,NA,1,NA,"","English","token","Worm","20","","","","","1","","{'reverseRelated': ['Creakwood Liege', 'Worm Harvest']}","Creakwood Liege, Worm Harvest","","T2X2","","","Worm","","","1","Token Creature — Worm","Token, Creature","d1b963a7-1ccd-5e24-91d9-fe750f54a7fd",""
"Volkan Baǵa","93bec3c0-0260-4d31-8064-5d01efb4153f","","paper","","black","","",NA,"","nonfoil, foil","","",2015,1,1,NA,NA,NA,NA,NA,"","English","token","Phyrexian Golem","21","","","","","3","","{'reverseRelated': ['Malcator, Purity Overseer', 'Blade Splicer', 'Conversion Chamber', 'Incubation Sac', 'Darksteel Splicer', 'Wing Splicer', 'Sensor Splicer', ""Splicer's Skill"", 'Master Splicer', 'Maul Splicer', 'Vital Splicer', 'Phyrexian Triniform', 'Ich-Tekik, Salvage Splicer']}","Malcator, Purity Overseer, Blade Splicer, Conversion Chamber, Incubation Sac, Darksteel Splicer, Wing Splicer, Sensor Splicer, Splicer's Skill, Master Splicer, Maul Splicer, Vital Splicer, Phyrexian Triniform, Ich-Tekik, Salvage Splicer","","T2X2","","","Phyrexian, Golem","","","3","Token Artifact Creature — Phyrexian Golem","Token, Artifact, Creature","5450889c-b58f-5974-955c-b5f0d88d1338",""
